fit,user_id,bust_size,item_id,weight,rating,rented_for,review_text,body_type,review_summary,category,height,size,age,review_date,sent_score,cluster,fit_type,body_type_encoded,fit_type_encoded
fit,898069,34b,1567231,130.0,10.0,wedding,"I am a size 6, and the medium fit my perfectly. I’ve rented several RTR dresses in the past and like them all, but this one was truly the most comfortable and I also got tons of compliments on it. The fabric has some stretch to it. It fits like a glove. I would definitely rent it again. ",petite,Perfect dress for a wedding ,sheath,61.0,14,35.0,2017-10-31,3.0,2,large,5,1
large,272742,34b,1422762,130.0,8.0,other,"Such a comfortable and fun dress I decided to make it work vs sending it back. I added a sheer black blouse and a lace half-camisole to offset the plunging neckline issue. 
-- Mega-stretchy so it will both show what ya got and adapt to various body types. Thick material good for smoothing over things.
-- I'd size down for backup, though broader shoulders or larger bust might fill out top ok
-- DEEP plunge to bottom of bra band on me ( I'm short-waisted so also had a little extra fabric in back)
-- Longer in the back on 5'4 me than is ideal for flattery (hit mid-calf), but curving high-low hem makes this a special dress so I left it alone


",hourglass,"Ideal for a funk concert/dancing so I made it work -- added blouse, got props from my date!",dress,64.0,4,45.0,2016-04-16,0.0,2,large,3,1
fit,697628,34b,1213427,129.0,10.0,wedding,"Easy to wear without a bra, comfortable and perfect for any weather.  Material is stretchy and durable.  Wore with 3.5"" heels and dress came just to the floor.",hourglass,This dress was perfect for a formal wedding.,gown,65.0,4,30.0,2017-06-06,3.0,1,small,3,2
small,251554,34c,152836,135.0,10.0,wedding,"Fit is very snug and the material is very nice but a bit heavy. I was unable to wear because it was a bit short and it was for a religious wedding. I did not want to show that much skin, it shows a lot of leg! However, I will be renting this for the next wedding I go to for sure! ",hourglass,Absolutely love this dress!!,mini,65.0,16,28.0,2014-05-16,3.0,1,small,3,2
fit,256185,34d,140321,140.0,10.0,other,"This one shouldered black gown is so beautiful and versatile!  Running true to size, I would suggest sizing up for backup in this style.  The fabric is pretty heavy and does not allow for much stretch, and for that reason I would say this style works best for A to C bust sizes.  With the one shoulder look on this gown, I would suggest going with a strapless bra.  The natural waist is definitely very fitted, but it did allow comfortable room throughout the midsection.  I would suggest sizing up for fuller hips as that area is definitely quite fitted.  The one shoulder sleeve was definitely a bit tight on my broader shoulders, so that's definitely something to keep in mind.  At 5'7""  this hit right at the bottom of the floor without heels so I would definitely suggest a long length for women my height or taller.  This dress is perfect for a black tie wedding or gala, and I would pair it with a beautiful pair of long earrings, a shiny clutch and strappy heels.",hourglass,Stylist Review,gown,67.0,8,24.0,2016-04-12,0.0,2,large,3,1
fit,475724,32c,935316,130.0,10.0,wedding,"The dress was comfortable and flattering for both a wedding and a gala. The top is ""just right,"" not too loose, not too tight. The skirt is long and hit just below my knees. The skirt has a great lift when you spin in it (great for dancing) and covers well if you need to bend down. And it has roomy pockets! The colors are bright and the fabric is light. I wore a light sweater with it as well as the Kate Spade rose gold crystal lace necklace, which was exceptionally sparkly. Overall an excellent choice. I would rent again.",pear,The dress made me feel confident and classy at two events on the same day!,dress,64.0,4,25.0,2017-03-26,5.0,0,fit,4,0
small,829421,32ddd/e,141300,110.0,8.0,wedding,"I had a love-hate relationship with this dress. I love love loved the look and got tons of compliments but this is not the dress for busy girls.  I am 5'2"" 115 lbs with a 30F bust.. After reading other reviews I  decided to size up. I typically wear a 0-2 and orderd a 2 & 4. I wore the 2  since it fit my waist better but I ended up with the oh so lovely armpit boob overflow all night. My other issue was the boning. The boning ends just at your natural waist and was pretty uncomfortable so after a long night of dancing I ended up with a scab on my hip where the boning rubbed. The length was perfect with 4 in heels. Of course being so short it didn't have the same dramatic high-low look like the model but I still loved it. Overall it was gorgeous and I loved the rich fabric and cut but bust girls be cautious!!!",petite,Gorgeous dress but busty girls beware!!!,dress,62.0,4,27.0,2015-03-02,0.0,2,large,5,1
large,845608,34b,1314014,120.0,8.0,wedding,"Rented this for a beach wedding week cocktails event, but didn't love how the peplum looked (too much layer on the side) so ended up wearing it with a fitted sage leather jacket to work instead.  Not your standard work dress, but worked with the jacket dress-up.  Got multiple compliments from colleagues.  Was cute and different but not a home run.  ",athletic,"Cute, not to die for",dress,64.0,4,41.0,2016-06-11,-1.0,2,large,1,1
fit,46566,32c,2918587,116.0,10.0,vacation,I was expecting 70 or such degree dresses casual for a weekend away.  This was a perfect 10 in weight of jacket and the colors vibrant din print more fun then a sweater and a nice change up from jean jacket.,straight & narrow,The perfect layer and pop of fun,jacket,64.0,4,50.0,2017-10-26,7.0,2,large,6,1
fit,645805,32d,136110,145.0,10.0,other,"I wore this dress for my engagement photos since I wanted to hide my arms - I have to say that this dress is made VERY well - the lining is really soft and comfortable, and the skirt has a fun swing to it. Highly recommended !

However, I think you need to wear no tights or nude tights with this dress - i paired it with nude heels (i felt it looks best styled this way)",full bust,A Beautiful Dress: Wonderfully Constructed & Lined,dress,66.0,16,31.0,2014-02-17,7.0,2,large,2,1
fit,819042,34c,259934,155.0,10.0,party,Great for third trimester baby bump; very flattering and the length was good given the extra bump coverage,pear,Perfect for my cocktail party baby shower!,sheath,68.0,20,32.0,2017-11-18,3.0,2,large,4,1
small,58418,34c,985087,130.0,6.0,formal affair,"I liked this dress and it was perfect for a black tie fundraising gala that I attended.  However, the thin strip of material around the center of the waist was pretty uncomfortable. The rest of the dress fits true to size in the bust, hip/butt area, and thighs, but for some reason the strip between the lace sections felt tight to me all night. It's not a deal breaker for me, but take note of this and maybe consider sizing up. ",pear,Ladylike and fun.,gown,66.0,12,29.0,2015-04-22,4.0,2,large,4,1
fit,73112,34b,1106101,130.0,10.0,party,This dress is amazing. It fit great and I didn't have issues with the shoulders falling down. Definitely worth it for a party or even a summer/fall wedding. ,athletic,Phenomenal fit - very comfortable!,dress,68.0,8,31.0,2016-08-17,3.0,2,large,1,1
small,343315,36c,284665,138.0,2.0,party,"The dress is beautiful, but the sizes are weird...I tried on the 8 and my back was showing in a very unflattering way, then the 10 is okay in the back but the tummy area is too big. ",hourglass,Ended up not wearing,sheath,62.0,16,25.0,2015-01-02,0.0,2,large,3,1
fit,792209,36b,786827,148.0,10.0,everyday,"LOVED this dress. So soft, great fit, perfect length (I am 5'8""). The open back is a nice touch too, and the adjustable straps make the fit even better!",pear,Wore this when I found my wedding venue :),dress,68.0,14,29.0,2016-07-27,0.0,2,large,4,1
fit,268895,34d,1566870,129.0,10.0,vacation,This dress was perfect for the Coachella music festival. It was such a great option for the hot desert... and it was so much fun pairing it with some black booties and a wild fanny pack. :) ,athletic,Perfect dress for a music festival! ,dress,64.0,8,36.0,2016-04-29,3.0,2,large,1,1
fit,660195,36a,614741,130.0,10.0,everyday,I rented this to wear over the weekend and received tons of compliments.  Love the versatility of getting two pieces for a single rental and the underlying dress flutters beautifully in the breeze.  Plus the overall look was surprisingly flattering considering the cut and shape.,pear,Breezy summer dress.,dress,62.0,20,33.0,2017-06-27,0.0,2,large,4,1
fit,172983,32d,131533,115.0,10.0,formal affair,"The dress fit perfectly! I read reviews that said it ran long, so I bought 5 inch heels and it just barely touched the ground when I walked. My favorite part of the dress was actually the way it flowed around me when I walked. I would definitely recommend this dress (: ",petite,I wore this gown to my first Military Ball and it was amazing! ,gown,63.0,4,24.0,2014-07-15,4.0,1,small,5,2
large,723704,36d,1009546,185.0,4.0,wedding,"Between the color, cut and pockets in this dress, I wanted to love it. However, the back up size 14 zipped closed but the straps gapped significantly, and the 12 was incredibly tight on my chest (too uncomfortable for a night of dancing). This dress is beautiful but not meant for women with a larger chest.",hourglass,Pockets!!,dress,66.0,24,23.0,2017-07-30,0.0,2,large,3,1
fit,643554,38d,858304,130.0,8.0,party,Quite tight over the chest and the skirt is fuller than expected but absolutely loved the dress. ,hourglass,Wore for best friend's rehearsal dinner.,dress,70.0,20,38.0,2015-05-18,4.0,2,large,3,1
fit,304292,32d,172027,120.0,8.0,formal affair,"This dress is fun and just flirty enough.

This dress rides up a bit at the bottom, especially if you have a caboose like mine. However, a little fashion tape secured the hem and slip before my event.

I suggest renting this dress based upon your waist size---the open back and high neckline make this dress easy to wear regardless of bust size.",hourglass,Colorful and comfortable!,dress,60.0,12,24.0,2013-06-21,2.0,2,large,3,1
fit,890382,32d,849468,115.0,10.0,party,The dress fit perfectly and was made of a thick material which kept me warm despite it's mesh slit around the middle. A very classy dress!,straight & narrow,This dress was the perfect NYE dress!,dress,64.0,4,28.0,2017-01-16,3.0,1,small,6,2
fit,902637,32c,1495368,128.0,8.0,everyday,I wore this dress for Easter church and brunch. It was comfortable and pretty.  I wore flats and it was a bit long on me. I took off one star because it had some slight pulling/loose strings in a few areas. They weren't very noticeable though. ,athletic,Pretty and comfy ,dress,67.0,4,35.0,2017-04-23,1.0,2,large,1,1
small,80496,34d,1527946,150.0,10.0,date,"I wore this out to dinner in NYC on Valentine's Day. I usually wear a size 8, but was not available. Good thing I ended up renting the size 10 since it was a little snug in the middle of the back. This was a little stretchy in the midsection so I had room to breathe, very comfortable. Would recommend this dress to anyone.",athletic,Perfect Valentine's Day Dress!,sheath,65.0,20,30.0,2016-02-16,3.0,2,large,1,1
fit,531640,36b,703458,155.0,10.0,wedding,wore this to a wedding in Santa Barbara in November. It was unseasonably cold so the long sleeves and thick fabric were great. I loved this dress - color and fit are fantastic! Length hit just at my knees. The details were great.,hourglass,perfection,sheath,67.0,24,37.0,2017-11-15,3.0,2,large,3,1
small,347742,34c,862446,130.0,6.0,formal affair,This dress was beautiful! I am tall so this dress was short waisted and would ride up making a pucker above my bottom. I constantly pulled it down. I Usually wear a 6 but would have loved an 8 in this. ,hourglass,Really pretty dress! But not super comfortable.,gown,71.0,13,32.0,2017-10-09,6.0,2,large,3,1
fit,747133,32a,148089,110.0,10.0,wedding,"I am 5'5 and the dress hit me right at the knee. The dress looks much shorter on the model in the photo, so it really depends on your height. The fit was perfect and I didn't even have to try on the second size option. This dress is a little on the heavy side so I would not recommend it for a summer wedding. The wedding I went to was in the fall so it was perfect to keep me a little warmer.",straight & narrow,"Great dress, perfect fit, and amazing color! I definitely recommend!",dress,65.0,1,25.0,2014-10-26,13.0,2,large,6,1
fit,437571,34b,145906,137.0,10.0,wedding,"The only problem with this dress was the zipper - it was VERY difficult to zip up. I'm usually between a 4 and 6, but have been fitting into 4's recently. I ordered the 4R and 2R since some others said the dress runs a little big. The 4 fit me just right. I wore 4 inch heels and thought the regular length would be too short, but it was perfect. I paired the dress with Nicole Miller chandelier earrings which completely made the outfit!",straight & narrow,I got SO many compliments on this dress throughout the night that I lost count. I couldn't believe what a hit it was!,gown,66.0,8,30.0,2012-08-14,-1.0,1,small,6,2
fit,951657,36c,2339613,165.0,10.0,everyday,"LOVED wearing this shirt. I rented it for ""everyday"", but wore it once to work (elementary school teacher). It wasn't as light and airy as I thought it would be, but it was still fun to wear. I wouldn't recommend it if you're going to be outside in the summer heat all day, but if you've got some AC pumping, please wear this and you'll feel pretty pretty pretty! ",hourglass,LOVE!!! ,top,64.0,14,31.0,2017-06-21,3.0,2,large,3,1
fit,466228,34b,172027,130.0,10.0,other,The dress fit perfectly!  I didn't want to send it back!,petite,I rented this dress for my engagement pictures!,dress,62.0,4,31.0,2014-08-15,0.0,1,small,5,2
fit,941472,34b,1967775,125.0,8.0,party,"This dress is simple but the color gives it style. I added a statement necklace and wore it to a ""south beach chic"" party. I also wore it with just a blazer to a work event. It ran true to size, and was good for my petite frame. It's a solid rental. Don't expect compliments or head turns, but do rent if you want a versatile piece that you can personalize with layers and/or accessories.",petite,"Cute, versatile dress",dress,62.0,4,52.0,2016-05-04,2.0,2,large,5,1
fit,609369,34c,452942,153.0,10.0,formal affair,"This dress was comfortable and gorgeous! The only con, you can't wear a bra but with the fit, you don't need one.",hourglass,Gorgeous back! ,dress,66.0,12,37.0,2017-07-10,0.0,2,large,3,1
fit,553336,38c,1695878,165.0,10.0,other,"The detail of the dress is amazing.  I wore it for my daughters baptism and it was perfect for the event.  Classy yet pretty and soft.  Fit was great, comfortable and flattering, even a few months postpartum.  Fit just right. ",hourglass,Classy and unique,dress,67.0,24,37.0,2016-10-03,3.0,0,fit,3,0
small,645410,36b,152836,150.0,10.0,wedding, great dress!-definitely short but got a lot of compliments!,athletic,great dress!-definitely short but got a lot of compliments!,mini,67.0,20,30.0,2013-11-07,5.0,1,small,1,2
large,349655,34dd,820244,148.0,10.0,work,"weirdly, Slate and Willow (this second dress) in size 4 fits me although in everything else I'm a 6-8 (and, the other dress in my order was a cynthia rowley that would have fit me in size 12!). I'm 148lbs, 5'7"", 34DD and 28 waist.

the V dip is supported by strong wire so the dress doesn't do any weird wrinkling or buckling. I rented it to wear to a nice work event, and thought it would look ok w/ a jacket over it, but that V part is really too low for the office, so now planning to wear it on a date.",hourglass,"too low cut for work, more for a demure date?",dress,67.0,8,39.0,2017-06-20,-1.0,2,large,3,1
fit,922299,34c,1111873,130.0,10.0,wedding,"The material for this dress was sturdy and stretchy which made its wear super comfortable.  The only con was that the zipper continuously shifted to the right side so I was constantly fixing it.  Otherwise, I would order again. ",hourglass,I felt amazing in this dress.,dress,64.0,28,32.0,2017-11-26,4.0,1,small,3,2
fit,144450,36b,2063202,130.0,10.0,other,"I ordered the medium and the large and both fit but I wore the large to be more comfortable for a daytime festival. I wore it with low heeled wedges. Got a lot of compliments. Also, the fabric doesn't wrinkle!",apple,Comfortable and Cute,romper,63.0,20,35.0,2014-06-09,4.0,2,large,0,1
fit,469060,32b,1547971,122.0,8.0,formal affair,"Fit true to size, gorgeous dress.",straight & narrow,Received lots of compliments!,gown,69.0,2,24.0,2016-04-13,2.0,1,small,6,2
fit,576301,34d,168592,137.0,10.0,formal affair,I liked the length and fabric of the dress. My only complaint was the zipper. It kept getting stuck and at the end of the night I had a really difficult time getting out of the dress because the zipper would not budge. I didn't even try on my backup dress  size 4R because the zipper was broken so I think this is an overall flaw with this dress.,hourglass,Loved the dress and received many compliments. Color is vibrant red and really stood out.,gown,64.0,4,42.0,2014-12-15,8.0,1,small,3,2
fit,269701,34b,1530271,130.0,10.0,wedding,"True to size, in my opinion. The color is a deeper red, not maroon, but not bright red. Perfect for a fall wedding in Central Texas. The 6 and 8 were comparable in fit, so I went with the 8 to make myself think I had more room. It was easy to dance/move in, and the racer back and slit were the perfect amount of sass for the evening without being over the top. I wore no show undies and pasties and didn't have any problems. The only con was a deodorant stain on the armpit (that I didn't notice until we were on our way). I was able to clean it up well enough. Great rental.",petite,Sassy dress for a classy event,dress,61.0,12,32.0,2017-10-18,3.0,0,fit,5,0
small,334320,36d,918064,130.0,8.0,wedding,"This dress is really beautiful!  I got compliments all night!  As other reviewers said, the zipper is really tricky and definitely requires a second person to zip it up.  I had to go braless because I just could not find a bra that wouldn't show with the cut of the dress.  The dress was definitely tight - if you have hips, size up!  Because it was pretty tight in the hips, it kept puckering on the lower back so I had to keep pulling it down.  Annoying to me, but not noticeable to anyone else.  This wasn't the most comfortable dress, but it is really beautiful.",hourglass,Gorgeous!,sheath,69.0,24,28.0,2017-10-08,0.0,2,large,3,1
fit,449135,34d,172027,145.0,8.0,other,"A little double sided tape solved the problem of it falling off the shoulders. I do agree with others that it was an issue. However, this is very comfortable. I felt like a work of art. ",athletic,I loved it! It was super comfy and I got compliments all night!,dress,66.0,8,30.0,2013-11-07,8.0,1,small,1,2
fit,361838,36c,1844408,145.0,8.0,other,"I wore this to my best friends bridal shower. I liked this dress, it was comfortable. It fit me a little weird though it was tight in the waist but loose on the top, and I have larger shoulders so that's unusual. The slit was a kind of high as mentioned in other reviews so beware, maybe bring a safety pin. Over all it was a nice dress, but not my favorite that I've rented from here.",athletic,"Nice Dress, but fit was a bit funny",dress,65.0,20,30.0,2017-08-29,8.0,2,large,1,1
fit,109295,34b,145906,127.0,8.0,formal affair,"I ordered this as a backup for my prom dress, and I didn't end up wearing it. It wasn't the fit or quality, it just didn't compare to the other dress. I had my heart set on wearing the other one, so that swayed my opinion. The 4L was too long, and I definitely could've worn a regular. It's a gorgeous dress and if this is your style I highly recommend renting it! ",athletic,Beautiful dress,gown,67.0,9,20.0,2015-05-06,3.0,1,small,1,2
small,206893,36c,620288,105.0,10.0,formal affair,"I'm 5'1"" and 100lbs, I ended up wearing this in a size 2. This was actually a replacement dress to the one that I had originally reserved, and I was so happy with it. Great cut across the shoulders. Material is of exceptional quality, heavy enough with lots of stretch to be extremely comfortable. Paired it with some gorgeous bling earrings that I rented and a bright necklace with lots of sparkle. Wish I had a photo, the only one I have is blurry. :(  This is not the first time I've rented and won't be the last!",petite,Classy dress for formal event.,dress,61.0,4,54.0,2016-05-08,3.0,0,fit,5,0
fit,360596,34b,987569,130.0,10.0,party,"Fit true to size.  There is some give so the dress accentuates curves in all the right places.  I did need a backless bra (NuBra backless adhesive bra); the low back is tastefully sexy.  I wore a short slip to eliminate friction between my Spanx and the dress lining so the dress wouldn't ride up around the hips.  I was disappointed to find that my backup size was not available but it probably would have been too big in the bust area anyway even though the extra hip room  may have eliminated the need for the slip.  The scratchy sequins under the arms were a minor irritation that was well worth the way I felt in this dress!  I wore it to a holiday cocktail party and got many, many compliments!  The beautiful blue was one-of-a-kind in a sea of typically-colored holiday dresses.",hourglass,Stunning dress!  Beautiful color.  Tastefully sexy.,sheath,67.0,20,49.0,2016-12-12,10.0,0,fit,3,0
fit,891123,34b,781825,130.0,10.0,wedding,great fit with full skirt.   ,hourglass,great party dress! ,dress,68.0,16,32.0,2017-05-23,3.0,2,large,3,1
fit,904958,34d,1465348,125.0,10.0,everyday,"perfect for a weekend getaway, easy to dress up or down,,, but not too dressy.  It does run on the short side, so I would only recommend if legs are your asset",full bust,just as looks and described,dress,65.0,4,48.0,2015-07-09,0.0,2,large,2,1
fit,633585,34c,537285,130.0,8.0,wedding,"I wore this for a black tie wedding in December. I wanted a dress that was conservative and elegant. This was a great choice because while it was modest and classy, there were a few details that made this a little playful and sassy: the sequins up top, the silky pleated skirt, and the crop look with illusion mesh. Some dresses make you work to wear them, but this dress isn't! It's like wearing that comfy sweater - where you don't have to worry about bra straps sticking out, sheer material for an oops moment, too long trails, etc - but you still get to look fabulous. 

For sizing, I think I could have even gone down one size as my waist is more petite, and that area is the most fitted area of the dress. However, I was happy with the size I got.

For dress length - I am 5'7"", wore 3"" heels with no platform height in the front. The SR dress fell about 2 inches from the ground. ",athletic,"A comfortable, classy dress for when you want to stay low-key and no-fuss.",dress,67.0,8,31.0,2016-09-05,5.0,2,large,1,1
large,52469,36c,1413486,120.0,10.0,work,"I loved the cut, the fabric and color scheme of this dress. It was very comfortable and professional for a work environment. I received compliments and felt great while wearing it. I would rent it again! 

Measurements laying flat:
Bust: 18""
Waist: 19""
Length (not including long pointy panel): 32.5""
",hourglass,Great Dress!,dress,64.0,12,60.0,2017-06-18,3.0,2,large,3,1
fit,759265,32a,2743152,135.0,10.0,party,"This jumpsuit is so comfortable. My best friend was sad I rented it because she wanted to borrow it later! True to size, no issues with fit; made me look really lean even though I have a small tummy pooch (you can't tell!). I received compliments all night.",straight & narrow,"At my NYE event, I definitely stood out from the sea of short black sequined dresses!",jumpsuit,67.0,8,32.0,2015-01-14,0.0,2,large,6,1
fit,349844,36b,1547051,135.0,10.0,wedding,"I rented this dress for our Sedona, AZ elopement.  Beautiful gold and white to accent the exquisite red rock back drop.  I have received so many compliments on this dress and I felt elegant, sophisticated and feminine.  Very, comfortable dress - trudged up and down a mountain to get these shots with no issues!   This was very true to size - i am 5'9"" and wore the 6L.  I also wore 3"" heels in these photographs so the dress was the idea length. ",hourglass,Elegant and Exquisite!,gown,69.0,13,36.0,2017-10-20,5.0,2,large,3,1
small,631817,36b,1449570,145.0,10.0,wedding,"Definitely fitted. Luckily, I'm pretty flat chested so it wasn't a huge deal, but I do have a big rib cage so the dress was tight. Received many compliments on the dress! Pro- you don't have to worry about eating/drinking too much as it's forgiving. I was only sent one size, so I didn't have an option, but I would order a size up just in case!",pear,Beautiful dress! Wore it as a bridesmaid dress. ,dress,66.0,12,28.0,2015-06-09,3.0,1,small,4,2
small,669923,36c,331636,150.0,10.0,party,"Pro: perfect length! Few accessories needed, great in photos, many compliments and very flattering!
Cons: After a few hours of wearing it, got a bit itchy, don't plan on wearing a bra, definitely get tape and rides up  just a  bit",apple,fun and sexy,dress,62.0,24,19.0,2016-05-22,7.0,0,fit,0,0
fit,557458,36d,2090997,130.0,8.0,date,"I'm very curvy and this fit everything well. I didn't have much extra room in the torso, so while it was comfortable to wear to a theater show, I'm not sure how comfortable I would have been dancing or doing something requiring bending over, reaching, etc. without giving myself a wedgie! I needed help zipping and unzipping this, but there was a really nice lady in the bathroom who unzipped me then waited for me so she could zip me back up! The sleeves are very long and bunched up at the wrists a bit. There are no button holes, so I used the holes in the lace to push the buttons through. I played with turning the sleeves under for a hidden cuff, and that worked too. It is also very low cut and so I ultimately wore it with cami underneath (one pic has cami, the other one doesn't). I would wear it again. ",hourglass,Sexy for date night!,jumpsuit,66.0,20,35.0,2016-12-11,3.0,0,fit,3,0
fit,137309,34b,1295893,115.0,10.0,formal affair,"The original dress I ordered wasn't available, so I had to pick this replacement quickly.  I was very happy with it.  I ordered the 2P because the last time I ordered a gown I ordered the Regular and I was stepping on it during the whole party.  This was the perfect length, and I wore two inch heels.  It was a bit snug in places, but that is they way it is supposed to fit, because it looked right and wasn't uncomfortable.  The material is heavy and stretchy so very comfortable and gives warmth at a winter party.  The slit lets you show some leg, which gave this simple dress a little splash of sexy!",petite,"Simple, elegant, comfortable",gown,64.0,3,42.0,2017-12-05,4.0,2,large,5,1
fit,471590,34a,1226293,130.0,8.0,wedding,"The dress fit true to size. The sequins on the sleeves bothered me a little but nothing that was unbearable. I ordered the size 4 and 6 and ended up wearing the 4 since it was a tighter fit.  If you want the dress to fit like the model I would recommend ordering up a size or two.  Although I received a lot of compliments on the dress, the only downside for me was that people also recognized it as a RTR favorite. ",pear,I wore this dress to a wedding and received compliments all night.,shift,65.0,8,33.0,2014-05-06,2.0,1,small,4,2
fit,139262,36d,2321929,165.0,10.0,everyday,"Beautiful top. I had to steam it, but it wasn't a big deal. The flow is just so pretty...and a pop of shoulder is a lot of fun. I wore to an evening affair, but if I owned this it would be my favorite work-to-night-out top because with a suit jacket, it's completely polished/professional and with the bare shoulders, it's flirty and feminine. Also, I have a long torso and the length was still good. ",hourglass,Lovely! ,top,69.0,20,36.0,2017-10-02,3.0,2,large,3,1
fit,792518,34b,299987,125.0,10.0,wedding,"The dress is extremely comfortable, and it fit me perfectly. It is a classically beautiful dress with a twist, and I received so many compliments all night! I wore the dress to a wedding and it was perfect for dancing the night away. I highly recommend this dress, and I will probably rent the exact same dress again!",athletic,This dress is hands down my favorite outfit I have ever worn! I never wanted to take it off!,dress,66.0,4,25.0,2017-07-20,1.0,2,large,1,1
fit,118182,34b,301873,140.0,10.0,party,I wore a low back strapless bustier under the dress.  I kept the jewelry simple wearing only earrings.  You  have to take short steps as the dress is narrow and comes down below the knee.,hourglass,I received so many compliments.  It fit like a glove tastefully.  I have rented this twice.,sheath,64.0,12,51.0,2015-03-15,5.0,1,small,3,2
fit,587492,34d,1567172,115.0,10.0,wedding,"It fit great, but I do recommend some fashion tape to keep the dress in place up top",athletic,I got many compliments on this dress! Classy and sexy,dress,62.0,8,26.0,2017-03-26,8.0,0,fit,1,0
fit,494455,36dd,2531493,140.0,6.0,wedding,"The top strap's clamps were both broken, and it arrived a day late (after I had already left for the wedding). Very disappointing because I've been wanting to wear this ever since I signed up for unlimited! ",athletic,"Great, bold color",jumpsuit,65.0,16,27.0,2017-08-24,5.0,2,large,1,1
fit,463401,34b,2622849,130.0,10.0,everyday,Front pleat was adorable. I wore it a few times.  Once with a blouse and once with a t-shirt.,hourglass,Loved this skirt!  ,skirt,64.0,12,41.0,2017-10-11,3.0,1,small,3,2
large,675149,32b,124553,115.0,8.0,work,"This dress was beautiful, but I may order a size down next time. It was very spacious around the waist- so much so that I needed to wear a belt. Loved the slight high-low. ",petite,Added a belt & it worked great!,dress,62.0,4,25.0,2016-02-16,3.0,2,large,5,1
fit,492384,34d,1698166,145.0,10.0,work,"Love this dress!  Versatile.  I wore it to work with a black blazer but you could wear this to a party, date, wedding, etc. The colors make it fun; the length makes it appropriate.  ",athletic,Fantastic colors!,dress,66.0,12,29.0,2016-11-03,4.0,2,large,1,1
fit,369514,34a,1188641,136.0,10.0,party,"I wore a pink slip underneath because it might be a bit revealing in the chest. But as all DVF wrap-dresses go, this was divine.",pear,Feminine and fun,dress,65.0,8,34.0,2016-06-29,4.0,2,large,4,1
fit,555565,38d,1172052,130.0,10.0,wedding,"The dress runs true to size and fit nicely, and it was very comfortable.  I will definitely be renting another dress from Rent the Runway!",full bust,I rented this dress for a family wedding.,sheath,66.0,32,54.0,2014-09-17,0.0,1,small,2,2
small,574710,34b,2566009,145.0,6.0,everyday,"It was cute, but uncomfortable. The collar was very itchy! Definitely size up if you have a large bust. ",hourglass,"Itchy, and small on the shoulders",jacket,64.0,12,28.0,2016-11-15,-2.0,2,large,3,1
small,390396,36c,148690,130.0,6.0,formal affair,"Usually the issue for me is that if the top fits, the bottom is too small and vice versa, but in this instance the bottom fit but I couldn't get the back strip to connect so I had to essentially wear it as a backless dress. It worked, but was not ideal. It was also much longer on me than shown on the model.",pear,"Classy dress, but tight on top",dress,65.0,24,36.0,2014-10-24,5.0,0,fit,4,0
fit,691606,34c,2749860,116.0,10.0,everyday,Super fun and very comfortable to wear. It is a bit long.,hourglass,Comfortable,top,62.0,8,55.0,2016-07-06,2.0,2,large,3,1
fit,880778,36d,130727,174.0,8.0,party,Badgley Mishka dresses always work well for me and this dress is no exception. I rented the longer version of this dress for a wedding earlier this year. The dress is beautiful and elegant. The top was a little large (which is unusual for me I am a a 34D) but other than that it was true to size. ,full bust,Beautiful dress,dress,69.0,16,37.0,2014-12-16,3.0,1,small,2,2
fit,564111,32b,921642,115.0,10.0,wedding,"I typically wear an XS/S, and rented the XSR (size small was not available for the dates I needed). It was slightly snug at the neckline and bust, but I think the size small would have been too large through the rib-cage. I loved the dress, and the print is beautiful. I got compliments on it all evening. Overall, highly recommend this dress. ",petite,worn to a Rehearsal Dinner -- beautiful dress and fit -- will rent again! ,dress,64.0,4,27.0,2016-06-06,3.0,2,large,5,1
fit,378987,34d,126335,150.0,10.0,wedding,"The dress was fabulous. I reserved the 6 and 8 buy chose to wear the 8 because it fit my hips better. I received so many compliments. It shows a lot of cleavage so you may want to pin the top. Regarding the zipper, it was a little tough to zip up. I had a friend help me zip it up and was able to unzip it myself at the end of the night. I wouldn't let that deter you from renting it though. ",pear,Stand out dress,dress,63.0,16,33.0,2016-10-02,0.0,2,large,4,1
fit,73760,34b,963476,125.0,8.0,formal affair,"As others mentioned, it was short, but for a cocktail party where you are standing most of the time it was fine.  I wore shorter heels to offset the hemline.  The dress was a great balance: showing a little skin but not too much; conservative color but fun sparkle.",athletic,Sparkly fun,sheath,63.0,8,47.0,2015-09-30,4.0,2,large,1,1
fit,186838,38c,126335,130.0,10.0,party,"The fit was great, the fabric was on the stretchier side and the fit forgives the imperfections for someone like me with more curves. It truly is a dress that makes you feel like a million bucks!! ",apple,I wore this dress to my Vegas Bachelorette and it was amazing!! I kept getting compliments all night,dress,63.0,28,34.0,2013-12-03,6.0,1,small,0,2
large,568939,34b,858828,130.0,10.0,party,"Due to stretch in the fabric, I thought it ran a little large. Unfortunately my second size was not available for my date. The color is beautiful, more purple than burgundy.  Fit is off the shoulders so I wore a strapless bra. Faell below the kneeor me. Fabric hides any flaws. Very flattering. I will definitely rent again.",full bust,First experience with RTR and was so happy!  I loved my dress and wish I could keep it!  ,sheath,67.0,24,51.0,2016-10-16,7.0,1,small,2,2
